Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span_Log Keluar_hide-mob ms-2""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:58,06-01-2026 13:15:02,3.667s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Konfigurasi Pelatih Amali_dropdown-item""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:02,06-01-2026 13:15:02,0.339s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""30006"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:02,06-01-2026 13:15:04,2.152s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:15:04,06-01-2026 13:15:05,0.369s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:05,06-01-2026 13:15:07,2.187s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:07,06-01-2026 13:15:08,0.552s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:08,06-01-2026 13:15:09,1.153s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:09,06-01-2026 13:15:10,0.883s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:10,06-01-2026 13:15:11,1.753s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:15:11,06-01-2026 13:15:12,1.004s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:12,06-01-2026 13:15:13,0.526s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:13,06-01-2026 13:15:19,6.192s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""88888"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:19,06-01-2026 13:15:20,0.876s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:15:20,06-01-2026 13:15:20,0.359s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:20,06-01-2026 13:15:22,2.059s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext_1""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:22,06-01-2026 13:15:23,0.547s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:23,06-01-2026 13:15:24,1.134s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:24,06-01-2026 13:15:25,0.861s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:25,06-01-2026 13:15:27,1.904s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:15:27,06-01-2026 13:15:28,1.010s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:28,06-01-2026 13:15:28,0.516s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:28,06-01-2026 13:15:34,5.354s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""30004"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:34,06-01-2026 13:15:34,0.827s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:15:34,06-01-2026 13:15:35,0.324s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:35,06-01-2026 13:15:37,1.991s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:37,06-01-2026 13:15:37,0.550s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:37,06-01-2026 13:15:38,1.133s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:38,06-01-2026 13:15:39,0.848s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:39,06-01-2026 13:15:41,1.784s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""reject"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:15:41,06-01-2026 13:15:42,1.008s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/textarea_Catatan  Komen_remarks""), ""TESTING TESTING"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:42,06-01-2026 13:15:43,0.841s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:43,06-01-2026 13:15:43,0.296s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:43,06-01-2026 13:15:47,3.724s,PASSED
,,,,,,,
Test Cases/Permohonan Aktiviti Politik/staff-approval stage (kj reject),Chrome 143.0.7499.170,,,06-01-2026 13:15:47,06-01-2026 13:16:23,35.985s,FAILED
"openBrowser("""")",Chrome 143.0.7499.170,,,06-01-2026 13:15:47,06-01-2026 13:15:48,1.070s,PASSED
"navigateToUrl(""https://mbsphr-dev.veecotech.com.my/internal-login-hr"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:48,06-01-2026 13:15:49,1.108s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""11111"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:49,06-01-2026 13:15:50,0.811s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:15:50,06-01-2026 13:15:51,0.392s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:51,06-01-2026 13:15:51,0.320s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:51,06-01-2026 13:15:54,3.392s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:54,06-01-2026 13:15:55,1.182s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:55,06-01-2026 13:15:57,2.091s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/select__application_type""), ""pre_retirement_activity"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:15:57,06-01-2026 13:15:59,1.042s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/input__party_name""), ""PN"")",Chrome 143.0.7499.170,,,06-01-2026 13:15:59,06-01-2026 13:15:59,0.810s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Perakuan_acknowledge""))",Chrome 143.0.7499.170,,,06-01-2026 13:15:59,06-01-2026 13:16:00,0.333s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Tambah Dokumen_btnAddFile""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:00,06-01-2026 13:16:00,0.335s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Batal_btn btn-primary px-4""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:00,06-01-2026 13:16:05,4.905s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span_Log Keluar_hide-mob ms-2""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:05,06-01-2026 13:16:05,0.353s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Konfigurasi Pelatih Amali_dropdown-item""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:05,06-01-2026 13:16:06,0.324s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""30006"")",Chrome 143.0.7499.170,,,06-01-2026 13:16:06,06-01-2026 13:16:08,2.313s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:16:08,06-01-2026 13:16:08,0.326s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:08,06-01-2026 13:16:10,1.928s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:10,06-01-2026 13:16:11,0.524s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:11,06-01-2026 13:16:12,1.108s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:12,06-01-2026 13:16:13,0.918s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (KJ REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:13,06-01-2026 13:16:23,10.285s,FAILED
,,,,,,,
Test Cases/Permohonan Aktiviti Politik/staff-approval stage (psm reject),Chrome 143.0.7499.170,,,06-01-2026 13:16:23,06-01-2026 13:17:13,49.816s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,06-01-2026 13:16:23,06-01-2026 13:16:24,1.102s,PASSED
"navigateToUrl(""https://mbsphr-dev.veecotech.com.my/internal-login-hr"")",Chrome 143.0.7499.170,,,06-01-2026 13:16:24,06-01-2026 13:16:25,1.098s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""99999"")",Chrome 143.0.7499.170,,,06-01-2026 13:16:25,06-01-2026 13:16:31,5.545s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:16:31,06-01-2026 13:16:31,0.363s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:31,06-01-2026 13:16:34,3.261s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:34,06-01-2026 13:16:35,0.582s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:35,06-01-2026 13:16:36,1.319s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:36,06-01-2026 13:16:38,1.741s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/select__application_type""), ""hold_party_office"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:16:38,06-01-2026 13:16:39,1.002s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/input__party_name""), ""DAP"")",Chrome 143.0.7499.170,,,06-01-2026 13:16:39,06-01-2026 13:16:40,0.589s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Perakuan_acknowledge""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:40,06-01-2026 13:16:40,0.356s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Batal_btn btn-primary px-4""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:40,06-01-2026 13:16:40,0.309s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span_Log Keluar_hide-mob ms-2""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:40,06-01-2026 13:16:43,3.090s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Konfigurasi Pelatih Amali_dropdown-item""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:43,06-01-2026 13:16:44,0.335s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""30006"")",Chrome 143.0.7499.170,,,06-01-2026 13:16:44,06-01-2026 13:16:46,2.234s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:16:46,06-01-2026 13:16:46,0.359s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:46,06-01-2026 13:16:48,1.926s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:48,06-01-2026 13:16:49,0.525s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:49,06-01-2026 13:16:50,1.124s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:50,06-01-2026 13:16:51,0.975s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:51,06-01-2026 13:16:53,1.731s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:16:53,06-01-2026 13:16:54,1.004s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:54,06-01-2026 13:16:54,0.522s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:16:54,06-01-2026 13:17:00,5.961s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""88888"")",Chrome 143.0.7499.170,,,06-01-2026 13:17:00,06-01-2026 13:17:01,0.821s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:17:01,06-01-2026 13:17:01,0.319s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:01,06-01-2026 13:17:03,2.128s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext_1""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:03,06-01-2026 13:17:04,0.545s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:04,06-01-2026 13:17:05,1.110s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:05,06-01-2026 13:17:06,0.874s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:06,06-01-2026 13:17:08,1.741s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""reject"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:17:08,06-01-2026 13:17:09,1.028s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/textarea_Catatan  Komen_remarks""), ""TIDAK MEMATUHI SYARAT"")",Chrome 143.0.7499.170,,,06-01-2026 13:17:09,06-01-2026 13:17:10,0.827s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:10,06-01-2026 13:17:10,0.323s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (PSM REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:10,06-01-2026 13:17:13,2.950s,PASSED
,,,,,,,
Test Cases/Permohonan Aktiviti Politik/staff-edit delete,Chrome 143.0.7499.170,,,06-01-2026 13:17:13,06-01-2026 13:17:45,31.978s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,06-01-2026 13:17:13,06-01-2026 13:17:14,1.054s,PASSED
"navigateToUrl(""https://mbsphr-dev.veecotech.com.my/internal-login-hr"")",Chrome 143.0.7499.170,,,06-01-2026 13:17:14,06-01-2026 13:17:15,1.154s,PASSED
"setText(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Log Masuk/input__no_ktgn""), ""99999"")",Chrome 143.0.7499.170,,,06-01-2026 13:17:15,06-01-2026 13:17:16,0.776s,PASSED
"setEncryptedText(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:17:16,06-01-2026 13:17:16,0.356s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:16,06-01-2026 13:17:20,3.815s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:20,06-01-2026 13:17:21,0.479s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:21,06-01-2026 13:17:22,1.215s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Pemakluman Penglibatan Politik/span""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:22,06-01-2026 13:17:24,1.795s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Permohonan Baru Aktiviti Politik/select__application_type""), ""hold_party_office"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:17:24,06-01-2026 13:17:25,1.037s,PASSED
"setText(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Permohonan Baru Aktiviti Politik/input__party_name""), ""XXX"")",Chrome 143.0.7499.170,,,06-01-2026 13:17:25,06-01-2026 13:17:25,0.630s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Perakuan_acknowledge""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:25,06-01-2026 13:17:26,0.323s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Batal_btn btn-primary px-4""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:26,06-01-2026 13:17:26,0.349s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Pemakluman Penglibatan Politik/a__mx-3 btn btn-sm d-flex align-items-cente_89f6a6""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:26,06-01-2026 13:17:29,3.611s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Pemakluman Penglibatan Politik/a__mx-3 btn btn-sm d-flex align-items-cente_89f6a6""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:29,06-01-2026 13:17:37,7.173s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Pemakluman Penglibatan Politik/button_Lihat Butiran Pemakluman Penglibatan_bf6d77""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:37,06-01-2026 13:17:38,0.947s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Pemakluman Penglibatan Politik/a__btn btn-sm btn-icon d-flex align-items-c_163dfb""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:38,06-01-2026 13:17:39,1.158s,PASSED
"setText(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Kemaskini Permohonan Aktiviti Politik/input_Bahagian  Cawangan_party_branch""), ""TTT"")",Chrome 143.0.7499.170,,,06-01-2026 13:17:39,06-01-2026 13:17:40,0.832s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Kemaskini Permohonan Aktiviti Politik/button_Kembali_btnSubmit""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:40,06-01-2026 13:17:40,0.330s,PASSED
"click(findTestObject(""Object Repository/STAFF-EDIT DELETE/Page_MBSP - Kemaskini Permohonan Aktiviti Politik/button_Batal_confirmSubmit""))",Chrome 143.0.7499.170,,,06-01-2026 13:17:40,06-01-2026 13:17:42,1.768s,PASSED
